Usuario,City,User items,Item title,Item description,Item views,Size,Brand,Status,Price,Color,Likes
maceeras10,,3,Zapatos Nike de Paseo ,"Zapatos en un buen estado, lo he utilizado muy poco porque no es mi talla, buena comodidad y calidad la que tiene este producto",76,40,Nike,Muy bueno,"20,00 €",1,4
maryfiosa84,,7,Lote de gorritos de bebé ,Usado en pocas ocasiones o sin estrenar ,3,De hasta 1 mes / 50-56 cm,varias,Bueno,"6,00 €",9,1
marchu1010,,2,Falda  de jeans Zara ,sin etiqueta y sin uso ,5,XS / 34 / 6,Zara,Nuevo sin etiquetas,"5,00 €",27,1
maceeras10,,3,Zapatos Nike Color Verde en buen estado,"Zapatos en un buen estado, lo he usado muy pocas veces, solo está manchado pero el zapato está perfecto",20,39,Nike,Muy bueno,"20,00 €",10,0
noeliazeta,Arenal (S'),81,Top tie dye,Top casual tie dye,17,S / 36 / 8,Boutique Indépendante,Bueno,"3,50 €",11,1
barraganainhoa,Madrid,12,Vestido,"Talla 50, tiene forro interior.",43,5XL / 50 / 22,Sin Marca,Nuevo sin etiquetas,"5,00 €",4,2
moikmee,Basauri,6,Zapatos negros,en buen estado puesto en pocas ocasiones ,7,41,Cortefiel,Muy bueno,"10,00 €",1,1
princessparadise,Mataro,1,Zapatillas negras,"Usadas pocas veces.

Zapatillas Vans Old Skool.
Talla 38.
",134,38,Vans,Muy bueno,"20,00 €",1,17
pilatb_white,Écija,3,Camiseta rayas colores ,"Sirve como M también .Precio original 12,99€",183,L / 40 / 12,Bershka,Nuevo con etiquetas,"6,00 €",15,39
mammena1,,2,Vestido rosa palo LOVE,"Es un vestido ceñido, perfecto para la temporada primavera/verano, es elástico y está nuevo, solo se ha utilizado una vez",31,M / 38 / 10,Sin Marca,Nuevo sin etiquetas,"5,00 €",24,5
sasefer,Canovelles,29,Chocker terciopelo,"chocker de terciopelo negro
diferentes medidas 
totalmente nuevo",23,,Sin Marca,Nuevo sin etiquetas,"3,00 €",1,0
inma200379,,1,Pantalón corto zara,pantalón nuevo a estrenar del zara talla 38,348,M / 38 / 10,Zara,Nuevo con etiquetas,"16,00 €",1,15
chunlymila,,1,Fundas móvil Huawei P30 lite,3€ cada una,35,,Sin Marca,Muy bueno,"3,00 €",12,0
anamaria127684,Talarrubias,18,Todo mi perfil,TODA LA ROPA DE MI PERFIL AL 50%,88,Talla única,Bershka,Nuevo con etiquetas,"1,00 €",15,0
paolaaa8,Bilbao,1,Cinturón dorado ,puedes ajustarlo a la medida que quieras ,222,,,Muy bueno,"3,00 €",14,56
ariadna_brihuega,Vilablareix,3,Falda flores Bershka ,Usada una vez,50,L / 40 / 12,Bershka,Muy bueno,"5,00 €",15,6
ariadna_brihuega,Vilablareix,3,Falda Stradivarius ,"En buen estado
",109,M / 38 / 10,Stradivarius,Bueno,"5,00 €",9,21
andreaa1221,,5,Blusa beige ,"Talla L. En perfecto estado
",27,L / 40 / 12,Stradivarius,Muy bueno,"5,00 €",4,3
linda-xelda,Oviedo,3,Vestido de algodón de Sfera,"Vestido de algodón, suelto, cómodo, muy vistoso. Se adapta muy bien y el tejido te permite libertad de movimiento.
Se conserva en perfecto estado, muy poco uso.
Yo uso una talla 44, como una orientación.
LARGO: 90 CMS.
PECHO: 55 CMS.
CORTE DEL TALLE: 42 CMS.
",20,M / 38 / 10,Sfera,Muy bueno,"4,50 €",11,0
taniasanin,,7,Pendientes calaveras ,sin uso,14,,Desconocida,Nuevo sin etiquetas,"3,00 €",14,1
andreaa1221,,5,Pantalón pijamero azul marino,"Talla M. En perfecto estado, usado muy pocas veces 
",35,M / 38 / 10,Zara,Muy bueno,"6,50 €",27,5
khelo11,,1,Zapatillas de nike rojas,Sin nuevas ,27,38,Nike,Nuevo con etiquetas,"28,00 €",7,2
zohraaghbalou123,,3,Chaleco ,Usado una vez,2,11-12 años / 140-146 cm,Tenth,Muy bueno,"3,00 €",5,0
naiara2004,Vitoria-Gasteiz,3,Perchero,"Precioso perchero infantil. 
Esta usado pero en buen estado",4,Talla única,Sin Marca,Muy bueno,"7,00 €",15,0
juanamari2008,Jayena,3,Zapatos ,Zapatos de piel n 37,12,37,Marypaz,Muy bueno,"7,00 €",7,3
thiagoyle,Salvaterra De Miño (Casco Urbano),14,Pantalon,Ideal,8,4 años / 98-104 cm,Zara,Muy bueno,"2,00 €",1,0
perejita,Barcelona,3,Camiseta ,estampado rayas con una mariposa,22,11-12 años / 140-146 cm,Zara,Muy bueno,"1,00 €",5,3
mlm2020,,9,Falda cuero sintético Zara,Falda negra de cuero sintético con tachas en bolsillos. Talla grande (M-L).,24,M / 38 / 10,Zara,Bueno,"5,00 €",1,2
fany0706,Almagro,2,Ropa nueva,"Todo está nuevo con poco uso
Las chaquetas son a 10€ 
El resto por 4€
",20,M / 38 / 10,Zara,Muy bueno,"5,00 €",1,0
maru14447,Huesca,2,Silla coche grupo 0 + izi sleep,"Vendo dos sillitas besafe, válidas desde el nacimiento hasta los 13Kg.Marca muy recomendable de seguridad. ",26,0-13 kg,Besafe,Muy bueno,"60,00 €",,0
pauumprz,Cordoba,33,Charm,"Charm para pulsera Pandora
10€ ud.",198,,Pandora,Bueno,"10,00 €",13,7
perejita,Barcelona,3,Playero,buen estado,34,11-12 años / 140-146 cm,Primark,Nuevo sin etiquetas,"1,00 €",12,2
berenicealaw,,2,El hombre invisible - Herbert George Wells,De segunda mano,13,,,Bueno,"3,00 €",,2
atelierdealair,Bilbao,3,Chanclas ,Nuevo sin estrenar ,12,Otros,,Nuevo con etiquetas,"10,00 €",15,2
elenafrias21,Cieza,66,Bolso rosa y marrón ,"Sin utilizar
Bolsillos también por alante y por atrás ",74,,Sin Marca,Nuevo sin etiquetas,"4,00 €",2,14
arikitauun,Lérida,5,Jersey zebra Stradivarius,"Jersey de manga larga con posibilidad de hacerlo 3/4 con una cinta con boton. Estampado zebra con rosa clarito.

#stradivarius #zebra #zébré #animalprint #jersey #maillot #sweatshirt #pink #rosa ",4,M / 38 / 10,Stradivarius,Bueno,"5,00 €",1,0
sailv,Alicante/Alacant,5,Cuñas color mostaza,prácticamente nuevas,15,40,Marypaz,Muy bueno,"6,00 €",29,2
isabelbt69,Valladolid,31,Saco silla Bugaboo,Buen estado,22,,Bugaboo,Muy bueno,"30,00 €",,2
lorna442693,,5,Reloj,Reloj amarillo,14,,,Bueno,"2,00 €",8,0
elenafrias21,Cieza,66,Bolso rosa y marrón ,"Sin utilizar
Bolsillos también por alante y por atrás ",74,,Sin Marca,Nuevo sin etiquetas,"4,00 €",2,14
arikitauun,Lérida,5,Jersey zebra Stradivarius,"Jersey de manga larga con posibilidad de hacerlo 3/4 con una cinta con boton. Estampado zebra con rosa clarito.

#stradivarius #zebra #zébré #animalprint #jersey #maillot #sweatshirt #pink #rosa ",4,M / 38 / 10,Stradivarius,Bueno,"5,00 €",1,0
sailv,Alicante/Alacant,5,Cuñas color mostaza,prácticamente nuevas,15,40,Marypaz,Muy bueno,"6,00 €",29,2
isabelbt69,Valladolid,31,Saco silla Bugaboo,Buen estado,22,,Bugaboo,Muy bueno,"30,00 €",,2
lorna442693,,5,Reloj,Reloj amarillo,14,,,Bueno,"2,00 €",8,0
dina.founti,Barcelona,5,Plataformas blancas ,Usado dos veces pero no me acostumbro a las plataformas por eso ya no las necesito.,11,36,Stradivarius,Muy bueno,"7,00 €",12,1
sol9830,,1,Vestido ,Vestido al cuerpo talle único,13,Talla única,,Nuevo sin etiquetas,"2,00 €",9,1
adrianmartin14,,1,Escudo,Chulo,37,49,Zara,Nuevo con etiquetas,"3,00 €",1,0
saritaolm1986,Sant Boi de Llobregat,7,Pulpo Azul Twinkles Cloud-B,"El pulpo proyector para la noche.
Proyecta estrellas, peces y burbujas.
Luces LED.
Requiere tres pilas.
Dimensiones: 20 x 25 x 10 cm",9,Talla única,Cloud B,Nuevo sin etiquetas,"14,00 €",,1
irenemillanlopez,,1,página,vendo página de “destroza este diario” ,50,,,Nuevo sin etiquetas,"1,00 €",,0
zjones,Rubi,54,Chaqueta ,"Chaqueta de plumas color gris claro y muy ligera de llevar ,largada hasta la cintura ",5,M / 38 / 10,Boutique Indépendante,Muy bueno,"5,00 €",3,1
tamysan,,1,Falda bermuda volante de zara,Nuevo con etiqueta. Talla M.,182,M / 38 / 10,Zara,Nuevo con etiquetas,"15,00 €",1,25
vanessaosp96,,5,Mono vaquero d e bershka ,"En buen estado, talla XS",10,XS / 34 / 6,Bershka,Muy bueno,"5,00 €",1,5
saaijo,,3,Pantalón negro Desigual,Pantalón vaquero negro marca Desigual ,22,XS / 34 / 6,Desigual,Bueno,"6,50 €",1,1
lydia240703,,3,Zapatillas nike,"varios usos, talla 39, color marrón oscuro",140,39,Nike,Muy bueno,"20,00 €",2,8
urquiz1,,3,Mochila Parfois,Se vende mochila de París en color nude sin estrenar,179,,Parfois,Nuevo con etiquetas,"8,00 €",4,25
saaijo,,3,Pantalón negro Desigual,Pantalón negro marca Desigual talla 36,15,XS / 34 / 6,Desigual,Muy bueno,"10,00 €",1,4
saritaolm1986,Sant Boi de Llobregat,7,Capota Bugaboo Bee,"Capota color arena para carro Bugaboo Bee.
De regalo paraguas del mismo color que la capota.",39,,Bugaboo,Muy bueno,"25,00 €",,3
urquiz1,,3,Chaqueta Adidas Original,Chaqueta Adidas talla 36,93,S / 36 / 8,Adidas,Bueno,"6,00 €",7,10
saaijo,,3,Pantalón oscuro,Pantalón oscuro marca desigual. Talla 36.,18,XS / 34 / 6,Desigual,Muy bueno,"10,00 €",1,0
marsrj,,2,Sandalias Miss Selfridge Stripped Exotic White,Nuevas de tienda. Nunca se han usado solo para probarlas en casa.,25,39,Miss Selfridge,Nuevo con etiquetas,"18,00 €",12,4
marta8814,Palma de Mallorca,125,Vestido a estrenar ,"vestido negro a estrenar con lazada en el
pecho ",24,S / 36 / 8,Sfera,Nuevo con etiquetas,"7,00 €",1,0
subliminal9,,2,Adidas Neo Label a estrenar,"Zapatillas Adidas Neo Label a estrenar.
Talla: 41 1/2",40,41.5 ,Adidas,Nuevo con etiquetas,"40,00 €",1,2
paulalourido29,Ponte Caldelas (Casco Urbano),3,Cuñas azul,Cuñas azul con poco uso. ,52,35,Marypaz,Bueno,"5,00 €",9,5
nesrinemidy,,2,Zapatillas amarilla ,"cómoda y práctica 
",32,38,Puma,Muy bueno,"10,00 €",8,4
elenalastraa,Gijon,3,Falda efecto cuero color amarillo (pastel) 🌼,"💫Mini falda efecto cuero color amarillo pastel. Interior de tacto suave. 
Puesta una vez. 
Zara - S 
🧼🧽 Todas las prendas se entregan lavadas y en perfecto estado. ",26,S / 36 / 8,Zara,Muy bueno,"3,50 €",8,1
anaruoc,Mancha Real,57,Camiseta top mostaza abotonada,Camiseta mostaza cn escote en hombros de canalé,46,S / 36 / 8,Desconocido,Muy bueno,"4,00 €",29,4
anaruoc,Mancha Real,57,Pantalón palazzo,Pantalon  lunares ancho cn goma en la cintura,46,S / 36 / 8,Desconocida,Muy bueno,"5,00 €",9,6
vicky77777,Igualada,4,Ropa variada,Muy poco uso,13,M / 38 / 10,varias marcas,Muy bueno,"5,00 €",15,0
lliris,Denia,7,Zapatos de tacón blancos,usados una vez,7,39,Maria Mare,Muy bueno,"10,00 €",12,0
vicky77777,Igualada,4,Ropa variada ,Muy buen estado,10,M / 38 / 10,varias marcas,Muy bueno,"5,00 €",15,0
1412cel,,13,Levis vintage modelo 501,Nuevo sin estrenar. Talla 38.,167,M / 38 / 10,Levi's,Nuevo con etiquetas,"35,00 €",9,8
anaberecha,,1,Zapatillas stradivarius,"Nuvo, sin estrenar, beige, detalle burdeos y rosa, y detalle dorado",333,39,Stradivarius,Nuevo con etiquetas,"12,00 €",5,32
christian200709,Lloret de Mar,5,Espardeña ,"Epardeña color crudo, talla 36, con hevilla, todo perfecto y estan como nuevas. ",28,36,,Muy bueno,"5,00 €",4,1
andreanaify,,29,Sandalias blancas ,sandalias planas huesos,173,38,Guess,Nuevo sin etiquetas,"12,00 €",4,29
mariaaltagracia,Valencia,3,Vestido de Custo ,Poco usado ,24,M / 38 / 10,Custo,Muy bueno,"7,00 €",28,1
aliciagn3,Zaragoza,64,Short,Short nylon,20,L / 40 / 12,Zara,Muy bueno,"7,00 €",9,1
aminahaka,,1,Bambas de football ,usadas pero sin daño ,55,44,Nike,Muy bueno,"25,00 €",30,3
mariaaltagracia,Valencia,3,Vaquero blanco ,Usado una vez ,12,S,Sin Marca,Muy bueno,"5,00 €",12,0
alba427,Andalucía,12,Blusa Zara con etiqueta ,"Nuevo con etiqueta color verde botella.
Talla S de Zara. ",119,S / 36 / 8,Zara,Nuevo con etiquetas,"8,99 €",28,17
crisfdez2,Madrid,51,Gafas de sol Carrera ,"Gafas de sol azules
Marca: Carrera.
En muy buen estado.",23,,CARRERA,Muy bueno,"15,00 €",9,2
anaaagr7,,1,Zapatos de tacón de Xti,"Zapatos marca Xti, número 37. Sin uso. ",45,37,Xti,Nuevo con etiquetas,"15,00 €",9,3
mariaaad6,,4,Chaqueta Vaquera Zara,Buen estado,93,S / 36 / 8,Zara,Muy bueno,"7,00 €",9,5
supermakok,Rivas-Vaciamadrid,50,Vestido Zara,Vestido Zara talla L. nuevo con etiqueta. ,294,L / 40 / 12,Zara,Nuevo con etiquetas,"15,00 €",1,35
pepe460,,1,Varios artículos. Precio a convenir,"Candelabros, casco, zapatos seguridad usados una vez, chaqueta Azul marino, chaleco, para ruidos orejeras. ",84,,Sin Marca,Nuevo sin etiquetas,"1,00 €",12,3
mabelep,,2,Botas piel marrón ,Bota de piel marrón caballero sin cordones,26,41,Sin Marca,Bueno,"10,00 €",2,1
caroeze,Barcelona,3,10€ excelente estado GANGA,Silla JADE,15,,Joie,Muy bueno,"10,00 €",,0
malenm,Donostia-San Sebastian,18,Vestido blanco Zara,"Vestido blanco, manga francesa con cierre de cremallera en la parte trasera.  Largo justo por encima de la rodilla. Bien conservado.",17,M / 38 / 10,Zara,Bueno,"8,00 €",12,2
caroeze,Barcelona,3,10€ excelente estado GANGA,Silla JADE,15,,Joie,Muy bueno,"10,00 €",,0
malenm,Donostia-San Sebastian,18,Vestido blanco Zara,"Vestido blanco, manga francesa con cierre de cremallera en la parte trasera.  Largo justo por encima de la rodilla. Bien conservado.",17,M / 38 / 10,Zara,Bueno,"8,00 €",12,2
hollimm,Granada,2,Gorra Brooklyn,Ajustable y como nuevo.,35,,Brooks,Nuevo sin etiquetas,"10,00 €",3,7
malenm,Donostia-San Sebastian,18,Vestido flores Zara,"Bien conservado, vestido sin mangas con cierre por cremallera en la parte trasera. Largo por la rodilla.",32,M / 38 / 10,Zara,Bueno,"7,00 €",15,1
genma1981,Tomiño (Santa Maria),58,Bonita camiseta de niña. Mayoral. Talla 14.,"Preciosa camiseta de manga corta en color rosa con bonito detalle en el pecho. Mayoral. Talla 14. Nueva con etiquetas,  se nos quedó pequeña.",5,13-14 años/ 152-158 cm,Mayoral,Nuevo con etiquetas,"9,99 €",24,0
malenm,Donostia-San Sebastian,18,Vestido morado,"vestido camisero morado, con detalle en la parte baja. conservado en buen estado.",10,L / 40 / 12,0039 ITALY,Bueno,"5,00 €",6,1
paula_presu7,Asturias,2,Camiseta unicornios,camiseta unicornios Zara,50,S / 36 / 8,Zara,Muy bueno,"2,00 €",9,1
etnasud,Santander,2,Stiletos de piel negros de Zara,"Usados únicamente en dos ocasiones.
Zapato de tacón alto fino forrado de 10 cm. Acabado en punta. 

Altura del tacón: 10 cm
Color: negro
",119,36,Zara,Muy bueno,"12,00 €",1,19
alexis.m20,"Fonts, Les (Sant Quirze Del Valles)",1,Chaqueta Belstaff,"Se vende chaqueta Belstaff original, verde. Talla 44. En buen estado. ",24,S,Belstaff,Muy bueno,"75,00 €",10,0
marloiz,,2,Camiseta Rosa Metálico Bershka,Talla M,28,M / 38 / 10,Bershka,Nuevo sin etiquetas,"5,00 €",5,1
paula_presu7,Asturias,2,Sandalias rip curl,"sandalias de la marca RIP curl, tengo números 38 y números 39",125,38,RIP CURL,Muy bueno,"6,00 €",9,4
cynthia_2,,12,Shorts zara ,Pantalón mini negro. Tejido elástico . dos bolsillos delanteros. Cremallera trasera,18,S / 36 / 8,Zara,Muy bueno,"6,00 €",1,0
viky1410,Madrid,2,Deportivas blancas de Nike,usadas un par de veces estado perfecto ,220,38,Nike,Muy bueno,"25,00 €",12,11
chichoncitos,,16,Camiseta cuadros,Camis ya sin estrenar d tirantes ,10,M / 38 / 10,SheInside,Nuevo sin etiquetas,"4,00 €",5,2
vuchi3030,Salamanca,15,Menorquinas beige,Menorquina beige. Número 36. Sin estrenar.,8,36,Menorquina,Nuevo con etiquetas,"5,00 €",4,1
elenalastraa,Gijon,3,Blusa transparente con manga abullonada de Zara 🌿💐,"💫 Blusa transparente sin estrenar color verde agua, con estampados florales cosidos sobre la prenda. 
Zara - S 
🧼🧽 Todas la prendas se entregan lavadas y en perfecto estado. ",89,S / 36 / 8,Zara,Nuevo sin etiquetas,"6,00 €",30,16
paulavica14,Santoña,3,Jersey azul de Stradivarius ,"Jersey azul clarito de Stradivarius.
Talla S
Ha sido usado solamente una vez",70,S / 36 / 8,Stradivarius,Muy bueno,"3,00 €",9,20
mikel197,San Sebastián de la Gomera,1,Chancletas RIpcurl,par de chanclas por 3 euros. Talla 30 como nuevas.,15,Otros,RIP CURL,Muy bueno,"3,00 €",1,0
chema26,Madrid,0,Pantalón Primark,pantalón Primark tipo Slim talla 42,5,L,Primark,Bueno,"3,00 €",9,0
ana.bike,,2,Vestido otoño,Vestido otoño,56,S / 36 / 8,Stradivarius,Bueno,"5,00 €",3,9
chichoncitos,,16,Bikini turquesa,Utilizado una vez ,16,L / 40 / 12,Primark,Muy bueno,"2,00 €",17,3
camilaagutiierez,,1,zapato blanco con estampados de los looney tunes de ZARA,usado una vez ,53,37,Zara,Muy bueno,"10,00 €",12,4
camblue33,Sopelana,6,trona joie,trona utilizada. util al principio cuando no pueden sentarse solos. confortable,40,,Joie,Satisfactorio,"15,00 €",,2
carlapaazz,Cartagena,8,camisa sfera,"usado una vez, buen textil 
",23,M / 38 / 10,Sfera,Nuevo sin etiquetas,"1,50 €",12,3
kaldjh,,2,Camiseta ,Camiseta de sport,423,M,Nike,Nuevo con etiquetas,"13,00 €",12,33
alvaro2300,Humanes de Madrid,5,Off white bolsa sculpture grande,Nuevo con etiquetas ,80,,Off-White,Nuevo con etiquetas,"35,00 €",2,2
kaldjh,,2,Short Málaga ,Short del Málaga ,225,L / 40 / 12,Nike,Nuevo con etiquetas,"13,00 €",1,3
cosinas2010,,2,Porteria ,"Se vende porteria cuenta goles,inglés y español",27,Talla única,,Muy bueno,"5,00 €",,0
cristina13312112,,2,Falda larga,Falda mariners ajustada con cremallera y corte en un lado,20,M / 38 / 10,Sin Marca,Muy bueno,"3,00 €",1,3
cosinas2010,,2,Casa de gatuno,Poco uso,12,Talla única,,Muy bueno,"5,00 €",,0
thevestiairedemar,Leon,45,Bluson,"Bluson con pliegues
Podria servir para embarazada sin mucho pecho
Lleva para atar a los lados pero no delimita que sea mas o menos ancho
La parte del escote va con botones
Yo suelo llevarlo con una lencera debajo llevo una 90B de pecho y no me abrocha ningún botón 
También tiene una volantin en las mangas
Pongo foto también del cuello por dentro xq aunque está lavado siempre queda algo d roce q no se quita
",35,M / 38 / 10,Zara,Bueno,"3,00 €",4,4
rosaalbaida,,2,Vestido lana puesto 2 veces,Usado un par de veces la talla será una M/L,38,M / 38 / 10,Stradivarius,Nuevo sin etiquetas,"5,00 €",7,2
missalabama17,Madrid,8,Pantalón de pijama rayas Women’secret XS,"nuevo, con la etiqueta ",5,XS / 34 / 6,women'secret,Nuevo con etiquetas,"9,00 €",5,1
ismaaido,Bures (Santa Maria De Asados-Rianxo),21,Zapatillas Puma,"Levemente gastadas, como se ve en las fotos, pero se ven bien.
Pedid fotos o más información.
Acepto ofertas.
",22,45,Puma,Muy bueno,"17,00 €",9,0
cristina13312112,,2,Conjunto camisa y chaqueta de gasa,"Poco uso, está como nuevo talla M",36,M / 38 / 10,Sin Marca,Muy bueno,"4,00 €",1,1
miguegrciia,,1,Chanclas blancas Jack & Jones,"Muy cómodas y las quiero vender porque me quedan pequeñas
",23,42,Jack & Jones,Bueno,"10,00 €",12,0
neusredondo,León,2,Pantalón chándal mujer,Color morado metálico con cremalleras en la parte de abajo,45,S,Desconocida,Muy bueno,"5,00 €",6,4
dnlntrs,Villapalacios,3,Camiseta de tirantes,Estado mejorable,7,L / 40 / 12,esmara,Bueno,"3,00 €",10,1
alonvaz,,14,Camisa popelin,"top popelin de zara.
un par de usos",19,M / 38 / 10,Zara,Muy bueno,"8,00 €",26,1
tacopito,,2,Falda elástica blanco/negro rayas,usado una vez. Es talla única pero da hasta la L bien,2,Talla única,Desconocida,Muy bueno,"3,00 €",1,0
martaapp1310,,2,Sandalia de tacón talla 40,"Color crema, muy cómodos y con muy poco uso. 
",54,40,Zara,Muy bueno,"6,00 €",20,4
mariapartal1999,,20,Shorts estampados ,"Con rotos en la parte delantera, precioso estampado",7,M / 38 / 10,Stradivarius,Bueno,"5,00 €",8,0
laurasorzano,,1,zapatos negros victoria,completamente nuevo sin estrenar,76,37.5,Victoria,Nuevo con etiquetas,"27,00 €",1,9
anacarojerez,Jerez de la Frontera,3,Camiseta de corazón ,"Usado una vez 
 Talla S",16,S / 36 / 8,,Bueno,"2,00 €",1,0
alba_blanco6,,3,top estampado de flores ,lo he usado dos o tres veces pero ya me queda pequeño,43,S / 36 / 8,Bershka,Muy bueno,"3,00 €",9,4
criss1311,,3,Top tirantes,Top tirantes de color beige,18,XXL / 44 / 16,Sin Marca,Muy bueno,"4,00 €",4,2
anacarojerez,Jerez de la Frontera,3,Camiseta con diseño de tigre,"Usado muy poco 
Talla 10/12 ",29,XS / 34 / 6,H&M,Bueno,"2,00 €",3,0
criss1311,,3,Top sin mangas,Top color blanco-negro,0,S / 36 / 8,Sin Marca,Muy bueno,"4,00 €",1,0
mundodecolores,,17,Bailarinas ,"Bailarinas en color blanco y negra.
Talla 37
Nuevas a estrenar.
",61,37,Zara,Nuevo con etiquetas,"16,95 €",1,10
neusredondo,León,2,Jersey marrón ,"Jersey marrón perfecto para el invierno, abriga mucho",130,XL / 42 / 14,Pull & Bear,Muy bueno,"5,00 €",2,16
bea4sl,,7,Blusa de lunares Zara,"Usada pocas veces. 

",20,M / 38 / 10,Zara,Bueno,"3,00 €",1,0
criss1311,,3,Camiseta talla m/l,"Camiseta de algodón,talla m/l.",8,M / 38 / 10,Desconocida,Muy bueno,"4,00 €",3,1
cristina30010,,3,Camisa verde claro Mango talla M,"Camisa de Mango talla M. 
Muy poco uso
Queda muy bonita en los hombros.
Falta planchar.",16,M / 38 / 10,Mango,Muy bueno,"3,00 €",10,1
rosiha,Carballo,5,Zapato plano destalonado,"Sin estrenar
Número 37.
Zaparo destalonado ante negro. 
",21,37,Primark,Nuevo sin etiquetas,"5,00 €",1,2
